original_id,Entity Group ID,Entity Category,Entity Subgroup ID,Name,original_classification_dict
9158,Firm,,Contractor,Lone Star Electric,"{'original_id': 9158, 'Name': 'Lone Star Electric', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9159,Firm,,Contractor,"Western Realty Advisors, Inc.","{'original_id': 9159, 'Name': 'Western Realty Advisors, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9160,Firm,,Contractor,"Maverick Fence & Landscaping, LLC","{'original_id': 9160, 'Name': 'Maverick Fence & Landscaping, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9161,Firm,,Contractor,"D & G Construction, Inc.","{'original_id': 9161, 'Name': 'D & G Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9162,Firm,,Contractor,Arnett Construction,"{'original_id': 9162, 'Name': 'Arnett Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9164,Firm,,Contractor,"Double Tap Electric, LLC","{'original_id': 9164, 'Name': 'Double Tap Electric, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9165,Firm,,Contractor,Osban Landscaping & Construction LLC,"{'original_id': 9165, 'Name': 'Osban Landscaping & Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9166,Firm,,Contractor,On Point Construction LLC,"{'original_id': 9166, 'Name': 'On Point Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9167,Firm,,Contractor,D.K.F. Investments Inc.,"{'original_id': 9167, 'Name': 'D.K.F. Investments Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9168,Firm,,Contractor,"Bravo Development, LLC","{'original_id': 9168, 'Name': 'Bravo Development, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9169,Firm,,Contractor,Headwaters Construction Company,"{'original_id': 9169, 'Name': 'Headwaters Construction Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9170,Firm,,Contractor,"Lansing Investment Company, L.L.C.","{'original_id': 9170, 'Name': 'Lansing Investment Company, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9171,Firm,,Contractor,Shanco Heating and Air Inc.,"{'original_id': 9171, 'Name': 'Shanco Heating and Air Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9173,Firm,,Contractor,"Riverwalk Center, LLC","{'original_id': 9173, 'Name': 'Riverwalk Center, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9174,Firm,,Contractor,"Bradley Family, L.L.C.","{'original_id': 9174, 'Name': 'Bradley Family, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9175,Firm,,Contractor,"Cascade Fence Company, Inc.","{'original_id': 9175, 'Name': 'Cascade Fence Company, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9176,Firm,,Contractor,Idaho Air Innovations LLC,"{'original_id': 9176, 'Name': 'Idaho Air Innovations LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9177,Firm,,Contractor,"Spectrum Wireless Solutions, LLC","{'original_id': 9177, 'Name': 'Spectrum Wireless Solutions, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9178,Firm,,Contractor,Idapro Services Corporation,"{'original_id': 9178, 'Name': 'Idapro Services Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9180,Firm,,Contractor,Prime Plumbing LLC,"{'original_id': 9180, 'Name': 'Prime Plumbing LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9181,Firm,,Contractor,Babichenko LLC,"{'original_id': 9181, 'Name': 'Babichenko LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9182,Firm,,Contractor,"H & H Siding, Inc.","{'original_id': 9182, 'Name': 'H & H Siding, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9183,Firm,,Contractor,Jose Pedroza Construction,"{'original_id': 9183, 'Name': 'Jose Pedroza Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9184,Firm,,Contractor,"Martin and Martin Properties, LLC","{'original_id': 9184, 'Name': 'Martin and Martin Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9185,Firm,,Contractor,"Mech Tech Services, LLC","{'original_id': 9185, 'Name': 'Mech Tech Services, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9186,Firm,,Contractor,Western Sky Construction,"{'original_id': 9186, 'Name': 'Western Sky Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9188,Firm,,Contractor,MK Custom Homes LLC,"{'original_id': 9188, 'Name': 'MK Custom Homes LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9189,Firm,,Contractor,"Over & Under, Inc.","{'original_id': 9189, 'Name': 'Over & Under, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
9190,Firm,,Builder,Antler Creek Homes,"{'original_id': 9190, 'Name': 'Antler Creek Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
9191,Firm,,Unknown,Valley Remodeling and Repair LLC,"{'original_id': 9191, 'Name': 'Valley Remodeling and Repair LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9193,Firm,,Unknown,"Rocky Mountain Remodeling, Inc.","{'original_id': 9193, 'Name': 'Rocky Mountain Remodeling, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9195,Firm,,Unknown,Bright Star Property Services,"{'original_id': 9195, 'Name': 'Bright Star Property Services', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9196,Firm,,Unknown,"Michael Ryan Custom Homes, LLC","{'original_id': 9196, 'Name': 'Michael Ryan Custom Homes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9197,Firm,,Unknown,"Vapor, LLC","{'original_id': 9197, 'Name': 'Vapor, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9198,Firm,,Unknown,CNM Construction LLC,"{'original_id': 9198, 'Name': 'CNM Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9199,Firm,,Unknown,Strong Construction,"{'original_id': 9199, 'Name': 'Strong Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9200,Firm,Construction - Excavating,Contractor,Terraco Excavation & Demo LLC,"{'original_id': 9200, 'Name': 'Terraco Excavation & Demo LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
9201,Firm,,Unknown,"Union Block Associates, LLC","{'original_id': 9201, 'Name': 'Union Block Associates, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9202,Firm,,Unknown,R and J Technical Services LLC,"{'original_id': 9202, 'Name': 'R and J Technical Services LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9203,Firm,,Unknown,Bayne Design LLC,"{'original_id': 9203, 'Name': 'Bayne Design LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9204,Firm,,Unknown,"McKay Construction Co., Inc.","{'original_id': 9204, 'Name': 'McKay Construction Co., Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9205,Firm,,Unknown,Americool Heating & Cooling LLC,"{'original_id': 9205, 'Name': 'Americool Heating & Cooling LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9206,Firm,,Unknown,Four Seasons Spa & Pool LLC,"{'original_id': 9206, 'Name': 'Four Seasons Spa & Pool LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9207,Firm,,Unknown,"Waters N' Daughters Plumbing, LLC","{'original_id': 9207, 'Name': ""Waters N' Daughters Plumbing, LLC"", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9208,Firm,,Unknown,Premier Fencing,"{'original_id': 9208, 'Name': 'Premier Fencing', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9209,Firm,,Unknown,Epic Heating & Cooling LLC,"{'original_id': 9209, 'Name': 'Epic Heating & Cooling LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9211,Firm,,Unknown,"Fairview Lakes---BTS, LLC","{'original_id': 9211, 'Name': 'Fairview Lakes---BTS, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9212,Firm,,Unknown,A.A.I.,"{'original_id': 9212, 'Name': 'A.A.I.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9213,Firm,,Unknown,Willard and Son LLC,"{'original_id': 9213, 'Name': 'Willard and Son LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9214,Firm,Architectural,Architect,Robyn Salathe Architecture,"{'original_id': 9214, 'Name': 'Robyn Salathe Architecture', 'Entity Group ID': 'Firm', 'Entity Category': 'Architectural', 'Entity Subgroup ID': 'Architect'}"
9215,Firm,,Unknown,BB Construction and Design,"{'original_id': 9215, 'Name': 'BB Construction and Design', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9216,Firm,,Unknown,"Ernest Packaging Solutions, Inc.","{'original_id': 9216, 'Name': 'Ernest Packaging Solutions, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9217,Firm,,Unknown,I Roof LLC,"{'original_id': 9217, 'Name': 'I Roof LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9219,Firm,,Unknown,Knezpetethree LLC,"{'original_id': 9219, 'Name': 'Knezpetethree LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9220,Firm,,Unknown,Oregon Trail Landmark LLC,"{'original_id': 9220, 'Name': 'Oregon Trail Landmark LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9221,Firm,,Unknown,PKP LLC,"{'original_id': 9221, 'Name': 'PKP LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9222,Firm,,Unknown,"Pacific Sundance Construction, Inc","{'original_id': 9222, 'Name': 'Pacific Sundance Construction, Inc', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9224,Firm,,Unknown,Robins & Morton Group (The),"{'original_id': 9224, 'Name': 'Robins & Morton Group (The)', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9225,Firm,,Unknown,Tempest Boise LLC,"{'original_id': 9225, 'Name': 'Tempest Boise LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9226,Firm,,Unknown,AA Roofing and Renovation LLC,"{'original_id': 9226, 'Name': 'AA Roofing and Renovation LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9227,Firm,,Unknown,"Shilo Fire Protection, LLC","{'original_id': 9227, 'Name': 'Shilo Fire Protection, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9228,Firm,,Unknown,Kinect Property Management,"{'original_id': 9228, 'Name': 'Kinect Property Management', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9230,Firm,,Unknown,"Idaho Site Works, LLC","{'original_id': 9230, 'Name': 'Idaho Site Works, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9231,Firm,,Unknown,Fuller Landscape LLC,"{'original_id': 9231, 'Name': 'Fuller Landscape LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9232,Firm,,Unknown,"First Resort, Inc.","{'original_id': 9232, 'Name': 'First Resort, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9233,Firm,,Unknown,DBC Construction Inc,"{'original_id': 9233, 'Name': 'DBC Construction Inc', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9234,Firm,,Unknown,Brunton Plumbing & Mechanical LLC,"{'original_id': 9234, 'Name': 'Brunton Plumbing & Mechanical LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9235,Firm,,Unknown,SBN LLC,"{'original_id': 9235, 'Name': 'SBN LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9236,Firm,,Unknown,Air System's Heating and Air Conditioning,"{'original_id': 9236, 'Name': ""Air System's Heating and Air Conditioning"", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9237,Firm,,Unknown,"All In One Construction and Remodel Services, LLC","{'original_id': 9237, 'Name': 'All In One Construction and Remodel Services, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9239,Firm,,Unknown,Asplundh Tree Expert Co.,"{'original_id': 9239, 'Name': 'Asplundh Tree Expert Co.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9240,Firm,Engineer - Traffic,Planner,"Kittelson & Associates, Inc.","{'original_id': 9240, 'Name': 'Kittelson & Associates, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Engineer - Traffic', 'Entity Subgroup ID': 'Planner'}"
9241,Firm,,Unknown,"Cutting Edge Renovations, Limited Liability Company","{'original_id': 9241, 'Name': 'Cutting Edge Renovations, Limited Liability Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9243,Firm,,Unknown,Banner Construction,"{'original_id': 9243, 'Name': 'Banner Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9245,Firm,,Unknown,"RTC Enterprises, LLC","{'original_id': 9245, 'Name': 'RTC Enterprises, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9246,Firm,,Unknown,Custom Sheds of Idaho LLC,"{'original_id': 9246, 'Name': 'Custom Sheds of Idaho LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9247,Firm,,Unknown,ARG Consulting,"{'original_id': 9247, 'Name': 'ARG Consulting', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9248,Firm,,Unknown,Ashir Construction LLC,"{'original_id': 9248, 'Name': 'Ashir Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9249,Firm,,Unknown,Big Pine Construction LLC,"{'original_id': 9249, 'Name': 'Big Pine Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9250,Firm,,Unknown,Dunn Construction,"{'original_id': 9250, 'Name': 'Dunn Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9251,Firm,,Unknown,Lewis Construction,"{'original_id': 9251, 'Name': 'Lewis Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9252,Firm,,Unknown,Ramirez Framing,"{'original_id': 9252, 'Name': 'Ramirez Framing', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9253,Firm,,Unknown,"Tri-Ply Construction, L.L.C.","{'original_id': 9253, 'Name': 'Tri-Ply Construction, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9254,Firm,Engineering - Civil,Engineer,Civil Site Works LLC,"{'original_id': 9254, 'Name': 'Civil Site Works LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Engineering - Civil', 'Entity Subgroup ID': 'Engineer'}"
9255,Firm,,Unknown,"Disaster Response, LLC","{'original_id': 9255, 'Name': 'Disaster Response, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9257,Firm,Engineering - Civil,Engineer,Orton Engineering,"{'original_id': 9257, 'Name': 'Orton Engineering', 'Entity Group ID': 'Firm', 'Entity Category': 'Engineering - Civil', 'Entity Subgroup ID': 'Engineer'}"
9259,Firm,,Unknown,Stone Lumber,"{'original_id': 9259, 'Name': 'Stone Lumber', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9261,Firm,,Unknown,Boise Concrete and Construction,"{'original_id': 9261, 'Name': 'Boise Concrete and Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9262,Firm,,Unknown,Boise Plumbing and Air,"{'original_id': 9262, 'Name': 'Boise Plumbing and Air', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9263,Firm,,Unknown,Bos'ero Homes LLC,"{'original_id': 9263, 'Name': ""Bos'ero Homes LLC"", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9264,Firm,,Unknown,JRM Construction,"{'original_id': 9264, 'Name': 'JRM Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9265,Firm,,Unknown,"Key Point Property Management, LLC","{'original_id': 9265, 'Name': 'Key Point Property Management, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9266,Firm,,Unknown,L.L. Beckman Electricial,"{'original_id': 9266, 'Name': 'L.L. Beckman Electricial', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9267,Firm,,Unknown,"MMDM5, LLC","{'original_id': 9267, 'Name': 'MMDM5, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9268,Firm,,Unknown,"Outback Landscape, Inc.","{'original_id': 9268, 'Name': 'Outback Landscape, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9269,Firm,,Unknown,Performance Plumbing LLC,"{'original_id': 9269, 'Name': 'Performance Plumbing LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9270,Firm,,Unknown,U.S. Bancorp,"{'original_id': 9270, 'Name': 'U.S. Bancorp', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9272,Firm,,Unknown,"SC Baker Enterprises, Inc.","{'original_id': 9272, 'Name': 'SC Baker Enterprises, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9273,Firm,,Architect,"South Landscape Architecture, P.C.","{'original_id': 9273, 'Name': 'South Landscape Architecture, P.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Architect'}"
9274,Firm,,Unknown,RH Elms Associates LLC,"{'original_id': 9274, 'Name': 'RH Elms Associates LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9275,Firm,,Unknown,Aat Contracting LLC,"{'original_id': 9275, 'Name': 'Aat Contracting LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9277,Firm,,Unknown,Overland Park One LLC,"{'original_id': 9277, 'Name': 'Overland Park One LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9278,Firm,Builder,Builder,"BPX Commercial Construction, Inc.","{'original_id': 9278, 'Name': 'BPX Commercial Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
9279,Firm,,Unknown,"Paul Lawson, L.L.C.","{'original_id': 9279, 'Name': 'Paul Lawson, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9280,Firm,Construction - Excavating,Contractor,Excavation Development Services,"{'original_id': 9280, 'Name': 'Excavation Development Services', 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
9281,Firm,,Unknown,Balivi Chemical Corporation,"{'original_id': 9281, 'Name': 'Balivi Chemical Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9282,Firm,,Unknown,"Mountain Creek Builders, Inc.","{'original_id': 9282, 'Name': 'Mountain Creek Builders, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9284,Firm,,Unknown,"Rogers Electric, Inc.","{'original_id': 9284, 'Name': 'Rogers Electric, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9285,Firm,,Unknown,"B&G Enterprizes, LLC","{'original_id': 9285, 'Name': 'B&G Enterprizes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9286,Firm,,Unknown,Blue Goat Roofing Inc.,"{'original_id': 9286, 'Name': 'Blue Goat Roofing Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9287,Firm,,Unknown,"Home Free Properties, LLC","{'original_id': 9287, 'Name': 'Home Free Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9288,Firm,,Unknown,K.W.A. Custom Construction,"{'original_id': 9288, 'Name': 'K.W.A. Custom Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9289,Firm,,Unknown,Portman Square Group LLC,"{'original_id': 9289, 'Name': 'Portman Square Group LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9290,Firm,Construction - Excavating,Contractor,Blue Heron Excavation LLC,"{'original_id': 9290, 'Name': 'Blue Heron Excavation LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
9291,Firm,,Unknown,Expeditor LLC,"{'original_id': 9291, 'Name': 'Expeditor LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9292,Firm,,Unknown,Mosaic Design / Remodel,"{'original_id': 9292, 'Name': 'Mosaic Design / Remodel', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9293,Firm,,Unknown,Ericsson Inc.,"{'original_id': 9293, 'Name': 'Ericsson Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9294,Firm,,Unknown,Renteria Company LLC,"{'original_id': 9294, 'Name': 'Renteria Company LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9295,Firm,,Unknown,Royalty Construction,"{'original_id': 9295, 'Name': 'Royalty Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9296,Firm,,Unknown,Steel Creek Construction LLC,"{'original_id': 9296, 'Name': 'Steel Creek Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9297,Firm,,Unknown,"Hub Cap Annie & Wheel of Idaho, Inc.","{'original_id': 9297, 'Name': 'Hub Cap Annie & Wheel of Idaho, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9299,Firm,,Unknown,Cooper Highland LLC,"{'original_id': 9299, 'Name': 'Cooper Highland LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9300,Firm,,Unknown,Phill's Plumbing & Tub Repair L.L.C.,"{'original_id': 9300, 'Name': ""Phill's Plumbing & Tub Repair L.L.C."", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9301,Firm,,Unknown,Rainbow Construction LLC,"{'original_id': 9301, 'Name': 'Rainbow Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9302,Firm,,Unknown,"Weller Construction, Inc.","{'original_id': 9302, 'Name': 'Weller Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9303,Firm,,Unknown,Cutler Construction,"{'original_id': 9303, 'Name': 'Cutler Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9304,Firm,,Unknown,Zelham Holding 187 LLC,"{'original_id': 9304, 'Name': 'Zelham Holding 187 LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9305,Firm,,Unknown,Apollo Electric,"{'original_id': 9305, 'Name': 'Apollo Electric', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9306,Firm,,Unknown,Elite Builders of Idaho LLC,"{'original_id': 9306, 'Name': 'Elite Builders of Idaho LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9307,Firm,,Unknown,"Harden Building, LLC","{'original_id': 9307, 'Name': 'Harden Building, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
9309,Firm,,Unknown,Timber Ridge Homes,"{'original_id': 9309, 'Name': 'Timber Ridge Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Unknown'}"
