original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,ID,Entity Group ID,Entity Subgroup ID,Entity Category,Name,IDSOS Name,status
,,,,,,329,Firm,Developer,,"L.C. Development, Inc.","L.C. DEVELOPMENT, INC.",1.0
,,,,,,330,Firm,Developer,,"Liberty Development, Inc.","LIBERTY DEVELOPMENT, INC.",1.0
,,,,,,331,Firm,Developer,,"Little/House Properties, L.P.","LITTLE/HOUSE PROPERTIES, L.P.",1.0
,,,,,,332,Firm,Developer,,"LK Nampa II, LLC","LK NAMPA II, LLC",1.0
,,,,,,333,Firm,Developer,,"INACTIVE - Marble Front Development, LLC","Marble Front Development, LLC",0.0
,,,,,,334,Firm,Developer,,MCD Inc,MCD INC,1.0
,,,,,,335,Firm,Developer,Builder/Developer,"McMaster Construction & Development, Inc.","MCMASTER CONSTRUCTION & DEVELOPMENT, INC.",1.0
,,,,,,336,Firm,Developer,,"Middleton Lakes Development, LLC","MIDDLETON LAKES DEVELOPMENT, LLC",1.0
,,,,,,337,Firm,Developer,,Middleton Village Partners,MIDDLETON VILLAGE PARTNERS,1.0
,,,,,,338,Firm,Developer,,Milan Properties LLC,MILAN PROPERTIES LLC,1.0
,,,,,,339,Firm,Developer,,Millenium Group LLC,MILLENNIUM GROUP LLC,1.0
,,,,,,340,Firm,Developer,,"INACTIVE - Moorgate Investment, LLC","Moorgate Investment, LLC",0.0
,,,,,,341,Firm,Developer,,MSSB Enterprises LLC,MSSB ENTERPRISES LLC,1.0
,,,,,,342,Firm,Developer,Developer,"Oak Leaf Development Company, Inc.","OAK LEAF DEVELOPMENT COMPANY, INC.",1.0
,,,,,,343,Firm,Developer,,Patriot Capital Partners LLC,PATRIOT CAPITAL PARTNERS LLC,1.0
,,,,,,344,Firm,Developer,,INACTIVE - Payette Creek LLC,Payette Creek LLC,0.0
,,,,,,345,Firm,Developer,,"INACTIVE - Pheasant Run VI, LLC","Pheasant Run VI, LLC",0.0
,,,,,,346,Firm,"Developer, Builder",,"Powder River Development, Inc.","POWDER RIVER DEVELOPMENT, INC.",1.0
,,,,,,347,Firm,Developer,,INACTIVE - Premier Storage Condos Inc.,Premier Storage Condos Inc.,0.0
,,,,,,348,Firm,Developer,,"Primeland Development Company, L.L.P.","PRIMELAND DEVELOPMENT COMPANY, L.L.P.",1.0
,,,,,,349,Firm,Developer,,"INACTIVE - Pronghorn Partners, LLC","Pronghorn Partners, LLC",0.0
,,,,,,350,Firm,Developer,,"Providence Properties, LLC","PROVIDENCE PROPERTIES, LLC",1.0
,,,,,,351,Firm,Developer,,"INACTIVE - Quantum Investments Realty-Idaho, LLC","Quantum Investments Realty-Idaho, LLC",0.0
,,,,,,352,Firm,Developer,,RCG Inc.,RCG INC.,1.0
,,,,,,353,Firm,Developer,,"INACTIVE - Red Cliff Properties, LLC","Red Cliff Properties, LLC",0.0
,,,,,,354,Firm,Developer,,"INACTIVE - Ronald Burgundy, LLC","Ronald Burgundy, LLC",0.0
,,,,,,355,Firm,Developer,,"Ryan Meadows Development, LLC","RYAN MEADOWS DEVELOPMENT, LLC",1.0
,,,,,,356,Firm,Developer,,"Seven Neighbors, LLC","SEVEN NEIGHBORS, LLC",1.0
,,,,,,357,Firm,Developer,,INACTIVE - Shiloh Development Ltd. Co.,Shiloh Development Ltd. Co.,0.0
,,,,,,358,Firm,Developer,,"INACTIVE - SHIP Development, Inc.","SHIP Development, Inc.",0.0
,,,,,,359,Firm,Developer,,"INACTIVE - Shiraz Pointe Development, LLC","Shiraz Pointe Development, LLC",0.0
,,,,,,360,Firm,Developer,,"INACTIVE - Silver Springs Homes, L.L.C.","Silver Springs Homes, L.L.C.",0.0
,,,,,,361,Firm,Developer,,"SKC, Inc.","SKC, INC.",1.0
,,,,,,362,Firm,Developer,,Steve Schmidt Carpentry,STEVE SCHMIDT CARPENTRY,1.0
,,,,,,363,Firm,Developer,,"INACTIVE - Straight Arrow Properties, LLC","Straight Arrow Properties, LLC",0.0
,,,,,,364,Firm,Developer,,"Teleos Cedar Crossing I, LLC","TELEOS CEDAR CROSSING I, LLC",1.0
,,,,,,365,Firm,Developer,,"Ten Mile Development, LLC","TEN MILE DEVELOPMENT, LLC",1.0
,,,,,,366,Firm,Developer,,Todd Hill Enterprises,TODD HILL ENTERPRISES,1.0
,,,,,,367,Firm,"Builder, Developer",,Tradition Custom Homes Inc.,TRADITION CUSTOM HOMES INC.,1.0
,,,,,,368,Firm,"Builder, Developer",,"Traditions by Amyx II, LLP (The)","TRADITIONS BY AMYX II, LLP (THE)",1.0
,,,,,,369,Firm,Developer,,"Tuscany Development, Inc.","TUSCANY DEVELOPMENT, INC.",1.0
,,,,,,370,Firm,Developer,,"INACTIVE - Ustick Marketplace, LLC","Ustick Marketplace, LLC",0.0
,,,,,,371,Firm,Developer,,West Highlands Land Development LLC,West Highlands Land Development LLC,1.0
,,,,,,372,Firm,"Builder, Developer",,INACTIVE - Westminster Homes Inc,Westminster Homes Inc,0.0
,,,,,,373,Firm,Developer,Developer,"Wilbur, Mr. Ed and a couple of the Ross sisters, LLC","WILBUR, MR. ED AND A COUPLE OF THE ROSS SISTERS, LLC",1.0
,,,,,,374,Firm,Developer,,"Wolfe Properties & Investments, LLC","WOLFE PROPERTIES & INVESTMENTS, LLC",1.0
,,,,,,376,Firm,"Builder, Developer",Builder,Coleman Homes LLC,KUHLMAN HOMES LLC,1.0
,,,,,,379,Firm,Developer,,"Barber Mill Investments, LLC","BARBER MILL INVESTMENTS, LLC",1.0
,,,,,,382,Firm,"Builder, Developer",RE - Residential,"2 North Homes, LLC","2 NORTH HOMES, LLC",1.0
,,,,,,383,Firm,Developer,,"Vista Financial Solutions, LLC","VISTA FINANCIAL SOLUTIONS, LLC",1.0
,,,,,,384,Firm,Developer,,C13 LLC,C13 LLC,1.0
,,,,,,385,Firm,Developer,,"Iron Mountain Real Estate, Inc.","IRON MOUNTAIN REAL ESTATE, INC.",1.0
,,,,,,387,Firm,Developer,,"Larry Hansen and Company, Inc.","LARRY HANSEN AND COMPANY, INC.",1.0
,,,,,,388,Firm,"Builder, Developer",,Wood River Builders LLC,WOOD RIVER BUILDERS LLC.,1.0
,,,,,,389,Firm,Developer,,"Banbury Meadows, LLC","BANBURY MEADOWS, LLC",1.0
,,,,,,390,Firm,Developer,,Hall Capital LLC,HALL CAPITAL LLC,1.0
,,,,,,391,Firm,Developer,,Mace River Ranch LLC,MACE RIVER RANCH LLC,1.0
,,,,,,392,Firm,Developer,,"Moonridge Development, LLC","MOONRIDGE DEVELOPMENT, LLC",1.0
,,,,,,393,Firm,Developer,,"Foxtail Partners, LLC","FOXTAIL PARTNERS, LLC",1.0
,,,,,,394,Firm,Developer,Developer,"Willward, Inc.","WILLWARD, INC.",1.0
,,,,,,395,Firm,Developer,,North Bogart Land Corporation,NORTH BOGART LAND CORPORATION,1.0
,,,,,,396,Firm,Developer,,"Somerset Farms, Inc.","SOMERSET FARMS, INC.",1.0
,,,,,,397,Firm,Developer,,"Walnut Grove, LLC","WALNUT GROVE, LLC",1.0
,,,,,,398,Firm,Developer,,"Jewett Family, LLC","JEWETT FAMILY, LLC",1.0
,,,,,,399,Firm,Developer,,"Vista Property Development, LLC","VISTA PROPERTY DEVELOPMENT, LLC",1.0
,,,,,,400,Firm,Developer,,Cottonwood Development LLC,COTTONWOOD DEVELOPMENT LLC,1.0
,,,,,,401,Firm,Developer,,Cair Paravel LLC,CAIR PARAVEL LLC,1.0
,,,,,,402,Firm,Developer,,Smith Brighton Inc.,SMITH BRIGHTON INC.,1.0
,,,,,,403,Firm,Developer,,"T S Development, L.L.C.","T S DEVELOPMENT, L.L.C.",1.0
,,,,,,404,Firm,Developer,,Parkcrest Homes LLC,PARKCREST HOMES LLC,1.0
,,,,,,406,Firm,Developer,,Larson Eugene G,,1.0
,,,,,,407,Firm,Developer,,"Three Corners Land Development, LLC","THREE CORNERS LAND DEVELOPMENT, LLC",1.0
,,,,,,408,Firm,Developer,Developer,Connell Development Co.,CONNELL DEVELOPMENT CO.,1.0
,,,,,,409,Firm,Developer,,"SDN, LLC","SDN, LLC",1.0
,,,,,,410,Firm,Developer,,Asin Gary C & Lori J,Asin Gary C & Lori J,1.0
,,,,,,411,Firm,Developer,,"Phoenix Rising, LLC","PHOENIX RISING, LLC",1.0
,,,,,,412,Firm,Developer,,"DB Development, LLC","DB DEVELOPMENT, LLC",1.0
,,,,,,413,Firm,Developer,,CJM Limited Liability Limited Partnership,CJM LIMITED LIABILITY LIMITED PARTNERSHIP,1.0
,,,,,,414,Firm,Developer,,Wagstaff Craig L,,1.0
,,,,,,415,Firm,Developer,,Antelope Springs LLC,ANTELOPE SPRINGS LLC,1.0
,,,,,,416,Firm,Developer,,Horseshoe Flats LLC,HORSESHOE FLATS LLC,1.0
,,,,,,417,Firm,Developer,,"Cobblestone Properties, L.L.C.","COBBLESTONE PROPERTIES, L.L.C.",1.0
,,,,,,418,Firm,Developer,Builder,"Dallas Hess, Inc.","DALLAS HESS, INC.",1.0
,,,,,,419,Firm,Developer,,"Entity Services, Inc.","ENTITY SERVICES, INC.",1.0
,,,,,,420,Firm,Developer,,"Miriam, LLC","MIRIAM, LLC",1.0
,,,,,,421,Firm,Developer,,RAN Idaho LLC,RAN IDAHO LLC,1.0
,,,,,,422,Firm,Developer,,"Swinging Down, LLC","SWINGING DOWN, LLC",1.0
,,,,,,423,Firm,Developer,,KB Financial LLC,KB FINANCIAL LLC,1.0
,,,,,,424,Firm,Developer,,"Land Pro Development, Inc","LAND PRO DEVELOPMENT, INC.",1.0
,,,,,,425,Firm,Developer,,E4 Partners LLLP,E4 PARTNERS LLLP,1.0
,,,,,,426,Firm,Developer,,"SJTC Nampa, L.C.","SJTC NAMPA, L.C.",1.0
,,,,,,427,Firm,"Builder, Developer",Developer,Summit Development Inc.,SUMMIT DEVELOPMENT INC.,1.0
,,,,,,428,Firm,Developer,Developer,"M3 Development Partners, LLC","M3 DEVELOPMENT PARTNERS, LLC",1.0
,,,,,,429,Firm,Developer,,G & G Investments General Partnership,G & G INVESTMENTS GENERAL PARTNERSHIP,1.0
,,,,,,430,Firm,Developer,,"CS2, LLC","CS2, LLC",1.0
,,,,,,432,Firm,Developer,,"Eisenberg Linchin, LLC","EISENBERG LINCHIN, LLC",1.0
,,,,,,433,Firm,Developer,,"H.D. Fowler Co., Inc","H.D. FOWLER CO.,INC",1.0
,,,,,,434,Firm,Developer,,"Gem State M&M, LLC","GEM STATE M&M, LLC",1.0
,,,,,,435,Firm,Developer,Developer,W.H. Moore Company,W.H. MOORE COMPANY,1.0
,,,,,,436,Firm,Developer,,"INACTIVE - Paramount, LLC","Paramount, LLC",0.0
,,,,,,439,Firm,"Builder, Developer",Builder/Developer,"Hubble Homes, LLC","HUBBLE HOMES, LLC",1.0
,,,,,,440,Firm,Developer,,1099 LLC,1099 LLC,1.0
,,,,,,441,Firm,Developer,,Viper Investments LLC,VIPER INVESTMENTS LLC,1.0
,,,,,,442,Firm,Developer,,INACTIVE - ARG LLC,ARG LLC,0.0
,,,,,,443,Firm,"Builder, Developer",,Edge LLC,EDGE LLC,1.0
,,,,,,444,Firm,Developer,Developer,Hornet Air LLC,HORNET AIR LLC,1.0
,,,,,,445,Firm,Developer,,"Legacy Lots, LLC","LEGACY LOTS, LLC",1.0
,,,,,,446,Firm,Developer,,"INACTIVE - Maverick Development, L.L.C.","Maverick Development, L.L.C.",0.0
,,,,,,447,Firm,Developer,,"Ventana, LLC","VENTANA, LLC",1.0
,,,,,,448,Firm,Developer,,INACTIVE - Venture LLC,Venture LLC,0.0
,,,,,,449,Firm,Developer,,"Centennial Development, LLC","CENTENNIAL DEVELOPMENT, LLC",1.0
,,,,,,451,Firm,"Builder, Developer",Builder/Developer,Biltmore Company LLC,BILTMORE COMPANY LLC,1.0
,,,,,,452,Firm,Developer,,"Black Cat Development, LLC","BLACK CAT DEVELOPMENT, LLC",1.0
,,,,,,453,Firm,Developer,,"Arbor Ridge, LLC","ARBOR RIDGE, LLC",1.0
,,,,,,454,Firm,Developer,,"Jayo Investments, Inc.","JAYO INVESTMENTS, INC.",1.0
,,,,,,455,Firm,Developer,,"Echohawk Partners, LLC","ECHOHAWK PARTNERS, LLC",1.0
,,,,,,456,Firm,Developer,,"Legacy Development, LLC","LEGACY DEVELOPMENT, LLC",1.0
,,,,,,458,Firm,Developer,,"Sky Mesa Development, LLC","SKY MESA DEVELOPMENT, LLC",1.0
,,,,,,461,Firm,Developer,Builder/Developer,"New Horizon Construction Company, LLC","NEW HORIZON CONSTRUCTION COMPANY, LLC",1.0
,,,,,,462,Firm,Developer,Developer,Red Cliff Development,RED CLIFF DEVELOPMENT,1.0
,,,,,,463,Firm,Developer,,"INACTIVE - Washington Group International, Inc",MK Corporation,0.0
,,,,,,464,Firm,Developer,,T & W at Somerset Village #3 Development LLC,T & W AT SOMERSET VILLAGE #3 DEVELOPMENT LLC,1.0
,,,,,,465,Firm,Developer,,"Timberside Development, LLC","TIMBERSIDE DEVELOPMENT, LLC",1.0
,,,,,,466,Firm,Developer,,Quatro Properties (Nampa) Inc.,QUATRO PROPERTIES (NAMPA) INC.,1.0
,,,,,,467,Firm,Developer,,Barber Station Inc.,BARBER STATION INC.,1.0
,,,,,,468,Firm,Developer,,Dominion 6 LLC,DOMINION 6 LLC,1.0
,,,,,,469,Firm,Developer,,"Fields at Gramercy, LLC","FIELDS AT GRAMERCY, LLC",1.0
,,,,,,470,Firm,Developer,,Preserve LLC (The),PRESERVE LLC (THE),1.0
,,,,,,471,Firm,Developer,,"Terra Nativa, LLP","TERRA NATIVA, LLP",1.0
,,,,,,472,Firm,Developer,Developer,Mission Coast Properties ID Inc.,MISSION COAST PROPERTIES ID INC.,1.0
,,,,,,473,Firm,Developer,,Hackberry Ranch Corporation,HACKBERRY RANCH CORPORATION,1.0
,,,,,,474,Firm,Developer,,Oakcreek LLC,OAKCREEK LLC,1.0
,,,,,,475,Firm,"Builder, Developer",Builder,Dave Evans Construction LLC,DAVE EVANS CONSTRUCTION LLC,1.0
,,,,,,476,Firm,Developer,,"Skyline-HV, Inc.","SKYLINE-HV, INC.",1.0
,,,,,,478,Firm,"Builder, Developer",,"Ewing Co., Inc. (The)","EWING CO., INC. (THE)",1.0
,,,,,,480,Firm,Developer,,"LP Silverpine, LLC","LP SILVERPINE, LLC",1.0
,,,,,,481,Firm,Developer,Developer,Club at Spurwing (The),CLUB AT SPURWING (THE),1.0
,,,,,,482,Firm,Developer,,"Club at Spurwing, LLC (The)","CLUB AT SPURWING, LLC (THE)",1.0
,,,,,,483,Firm,"Builder, Developer",Developer,Ronald W. Van Auker LLC,Ronald W. Van Auker LLC,1.0
,,,,,,484,Firm,"Builder, Developer, CommRE",RE - Commercial/Developer,Eagle River L.L.C.,Eagle River L.L.C.,1.0
,,,,,,486,Firm,Developer,,Jack's and Jessee Place LLC,JACK'S AND JESSEE PLACE LLC,1.0
,,,,,,488,Firm,Engineer,,"INACTIVE - Ringel & Associates, P.A.","Ringel & Associates, P.A.",0.0
,,,,,,489,Firm,Developer,,"GV Properties, LLC","GV PROPERTIES, LLC",1.0
,,,,,,490,Firm,Developer,Other,"Neighborhood Housing Services, Inc.","NEIGHBORHOOD HOUSING SERVICES, INC.",1.0
,,,,,,491,Firm,Developer,,"Red Water Investments, LLC","RED WATER INVESTMENTS, LLC",1.0
,,,,,,494,Firm,Developer,,"Boise Warehouse Partners, LLC","BOISE WAREHOUSE PARTNERS, LLC",1.0
,,,,,,495,Firm,Developer,,"INACTIVE - Fairview Commercial, LLC","Fairview Commercial, LLC",0.0
,,,,,,496,Firm,Developer,,"Wolverine Medical Investments, LLC","Wolverine Medical Investments, LLC",1.0
,,,,,,497,Firm,Developer,,Ward Stables,WARD STABLES,1.0
,,,,,,498,Firm,Developer,,"INACTIVE - Gowan Group, LLC (The)","Gowan Group, LLC (The)",0.0
,,,,,,499,Firm,Developer,,"Z Evans Development, LLC","Z EVANS DEVELOPMENT, LLC",1.0
,,,,,,500,Firm,Developer,,"INACTIVE - Skyline 2 Development, Inc.","Skyline 2 Development, Inc.",0.0
,,,,,,501,Firm,Developer,,"INACTIVE - W. & S. Development, LLC","W. & S. Development, LLC",0.0
,,,,,,502,Firm,Developer,,"Touchmark of the Treasure Valley, LLC (TBID)","Touchmark of the Treasure Valley, LLC (TBID)",1.0
,,,,,,503,Firm,Developer,,"INACTIVE - Englefield Properties II, LLC","Englefield Properties II, LLC",0.0
,,,,,,505,Firm,Developer,,Brookhaven Home Company LLC,BROOKHAVEN HOME COMPANY LLC,1.0
,,,,,,506,Firm,Developer,,Mayflower Place Properties LLC,MAYFLOWER PLACE PROPERTIES LLC,1.0
,,,,,,507,Firm,Developer,,"T2 Development, LLC","T2 DEVELOPMENT, LLC",1.0
,,,,,,508,Firm,Developer,,"Montague-Sauriol, L.L.C.","MONTAGUE-SAURIOL, LLC",1.0
,,,,,,509,Firm,Developer,,"Galiano, LLC","GALIANO, LLC",1.0
,,,,,,510,Firm,Developer,,Idaho Brothers LLC,IDAHO BROTHERS LLC,1.0
,,,,,,511,Firm,"Builder, Developer",Developer,"Hale Development, Inc.","HALE DEVELOPMENT, INC.",1.0
,,,,,,512,Firm,Developer,,Six-T's Development LLC,SIX-T'S DEVELOPMENT LLC,1.0
,,,,,,513,Firm,Developer,Developer,"Skyline I Development, Inc.","SKYLINE I DEVELOPMENT, INC.",1.0
,,,,,,514,Firm,Developer,,"INACTIVE - Four Star Holdings, LLC","Four Star Holdings, LLC",0.0
,,,,,,515,Firm,Developer,,"INACTIVE - Developers of Hidden Springs, LLC","Developers of Hidden Springs, LLC",0.0
,,,,,,516,Firm,Developer,,"INACTIVE - Auroresky Investments, LLC","Auroresky Investments, LLC",0.0
,,,,,,517,Firm,Developer,,Dimension Properties LLC,DIMENSION PROPERTIES LLC,1.0
,,,,,,518,Firm,Developer,,"INACTIVE - Hedge Construction, Inc.","Hedge Construction, Inc.",0.0
,,,,,,519,Firm,Developer,,Cabin Creek Development Company,CABIN CREEK DEVELOPMENT COMPANY,1.0
,,,,,,520,Firm,Developer,,"Idaho Property, LLC","IDAHO PROPERTY, LLC",1.0
,,,,,,521,Firm,Developer,,INACTIVE - Edelweiss LLC,Edelweiss LLC,0.0
,,,,,,522,Firm,Developer,,"INACTIVE - Grizzly Land Company, LLC","Grizzly Land Company, LLC",0.0
,,,,,,523,Firm,Developer,,"INACTIVE - R & B Development, Inc.","R & B Development, Inc.",0.0
,,,,,,524,Firm,Developer,,"Grant 4-D Farms, LLC","GRANT 4-D FARMS, LLC",1.0
,,,,,,525,Firm,Developer,,"Newcastle Heights Condominiums No. 1 Owners' Association, Inc. (The)","NEWCASTLE HEIGHTS CONDOMINIUMS NO. 1 OWNERS' ASSOCIATION, INC. (THE)",1.0
,,,,,,526,Firm,Developer,,"INACTIVE - Orchards at Cloverdale, LLC (The)","Orchards at Cloverdale, LLC (The)",0.0
,,,,,,527,Individual,Developer,,Labrie Brett,,1.0
,,,,,,528,Firm,Developer,,Bella Corporation,Bella Corporation,1.0
,,,,,,529,Firm,Developer,,"INACTIVE - Liberty Partners, Inc.","Liberty Partners, Inc.",0.0
,,,,,,530,Firm,Developer,,F & C Corporation,F & C CORPORATION,1.0
,,,,,,531,Firm,Developer,,"C4 Investments, LLC","C4 INVESTMENTS, LLC",1.0
,,,,,,532,Firm,Developer,,"INACTIVE - Raftis Capital, Inc.","Raftis Capital, Inc.",0.0
,,,,,,533,Firm,Developer,,"P.V., LLC","P.V., LLC",1.0
,,,,,,534,Firm,Developer,,"INACTIVE - Silver Sage Construction, Inc.","Silver Sage Construction, Inc.",0.0
,,,,,,535,Firm,Developer,,INACTIVE - Howell-Kiser Development Corporation,Howell-Kiser Development Corporation,0.0
,,,,,,536,Firm,Developer,,"Boise Central Park, LLC","BOISE CENTRAL PARK, LLC",1.0
,,,,,,537,Firm,Developer,,INACTIVE - GRH Ten Mile LLC,GRH Ten Mile LLC,0.0
,,,,,,538,Firm,Developer,,INACTIVE - Midtown Place Development LLC,Midtown Place Development LLC,0.0
,,,,,,541,Firm,Developer,,"TW Properties, LLC","TW PROPERTIES, LLC",1.0
,,,,,,542,Firm,Developer,,INACTIVE - River City Group LLC,River City Group LLC,0.0
,,,,,,543,Firm,Developer,,INACTIVE - Aberdeen LLC,Aberdeen LLC,0.0
,,,,,,544,Firm,Developer,,INACTIVE - Alworth Development LLC,Alworth Development LLC,0.0
,,,,,,545,Firm,Developer,Developer,"Eagle Office, LLC","EAGLE OFFICE, LLC",1.0
,,,,,,547,Firm,Developer,,Yesterday Properties LLC,YESTERDAY PROPERTIES LLC,1.0
,,,,,,548,Firm,Developer,,"Charter Pointe Development, LLC","CHARTER POINTE DEVELOPMENT, LLC",1.0
,,,,,,549,Firm,Developer,,"INACTIVE - Cullen Construction, LLC","Cullen Construction, LLC",0.0
,,,,,,550,Firm,Developer,,"Eagle Springs Investments, LLC","EAGLE SPRINGS INVESTMENTS, LLC",1.0
,,,,,,551,Firm,Developer,,Standing Rock Place LLC,STANDING ROCK PLACE LLC,1.0
,,,,,,552,Firm,Developer,,"INACTIVE - Knapp-McCarty, LLC","Knapp-McCarty, LLC",0.0
,,,,,,553,Firm,Developer,,Kowallis Limited Partnership (The),KOWALLIS LIMITED PARTNERSHIP (THE),1.0
,,,,,,554,Firm,Developer,,Enclave LLC,ENCLAVE LLC,1.0
,,,,,,555,Firm,Developer,,"Bivin's Excavating & Remodeling, Inc.","BIVIN'S EXCAVATING & REMODELING, INC.",1.0
,,,,,,556,Firm,Developer,,"Greenwood Investments, Inc.","GREENWOOD INVESTMENTS, INC.",1.0
,,,,,,557,Firm,Developer,,"Terteling Company, Inc. (The)","TERTELING COMPANY, INC. (THE)",1.0
,,,,,,558,Firm,Developer,,"J.H. Wise & Son, Inc.","J.H. WISE & SON, INC.",1.0
,,,,,,559,Firm,"Builder, Developer",,"INACTIVE - Solitude Development, LLC","Solitude Development, LLC",0.0
,,,,,,560,Firm,Developer,,"INACTIVE - Borup Construction, Inc.","Borup Construction, Inc.",0.0
,,,,,,561,Firm,Developer,,"Blossom 1, LLC","BLOSSOM 1, LLC",1.0
,,,,,,562,Firm,Developer,,"Providence Management, LLC","PROVIDENCE MANAGEMENT, LLC",1.0
,,,,,,563,Firm,"Builder, Developer",,"Dimension Building Company, Inc.","DIMENSION BUILDING COMPANY, INC.",1.0
,,,,,,564,Firm,Developer,,"INACTIVE - Beckit Development, Inc.","Beckit Development, Inc.",0.0
,,,,,,565,Firm,Developer,,"Matrix Construction, Inc.","MATRIX CONSTRUCTION, INC.",1.0
,,,,,,566,Firm,Developer,Developer,"P&F Development, LLC","P&F DEVELOPMENT, LLC",1.0
,,,,,,567,Firm,Developer,,KMR Partnership,KMR PARTNERSHIP,1.0
,,,,,,568,Firm,Developer,,"INACTIVE - Tropics North, LLC","Tropics North, LLC",0.0
,,,,,,569,Firm,Developer,,"Backman Construction, Inc.","Backman Co, Inc.",1.0
,,,,,,570,Firm,Developer,,"INACTIVE - Royal Plaza, LLC","Royal Plaza, LLC",0.0
,,,,,,571,Firm,Developer,,"INACTIVE - Castle Ridge Homes, Inc.","Castle Ridge Homes, Inc.",0.0
,,,,,,572,Firm,Developer,Developer,Schultz Development LLC,SCHULTZ DEVELOPMENT LLC,1.0
,,,,,,573,Firm,Developer,,"INACTIVE - TDB Nampa, L.L.C.","TDB Nampa, L.L.C.",0.0
,,,,,,574,Firm,Developer,,INACTIVE - Needs Koch LLC,Needs Koch LLC,0.0
,,,,,,575,Firm,"Developer, Builder",Builder,Magellan Companies Inc.,MAGELLAN COMPANIES INC.,1.0
,,,,,,576,Firm,Developer,Other,"Maverik, Inc.","MAVERIK, INC.",1.0
,,,,,,577,Firm,Developer,Builder,"Wedgewood Homes, LLC","WEDGEWOOD HOMES, LLC",1.0
,,,,,,578,Firm,"Builder, Developer",Builder,Asin Homes LLC,ASIN HOMES LLC,1.0
,,,,,,579,Firm,Developer,,"Southfork, LLC","SOUTHFORK, LLC",1.0
,,,,,,580,Firm,Developer,,INACTIVE - Bodo Development LLC,Bodo Development LLC,0.0
,,,,,,581,Firm,Developer,,"INACTIVE - Advanced Properties, LLC","Advanced Properties, LLC",0.0
,,,,,,583,Firm,Developer,,INACTIVE - Anthem Development LLC,Anthem Development LLC,0.0
,,,,,,584,Firm,Developer,,INACTIVE - Fortin Development LLC,Fortin Development LLC,0.0
,,,,,,585,Firm,Developer,,"City Development, Inc.","CITY DEVELOPMENT, INC.",1.0
,,,,,,586,Firm,Developer,,INACTIVE - Holaday Acres LLC,Holaday Acres LLC,0.0
,,,,,,587,Firm,Developer,,"INACTIVE - Happy Valley Estates, LLC","Happy Valley Estates, LLC",0.0
,,,,,,588,Firm,Developer,,INACTIVE - Howell-Murdoch Development Corporation,Howell-Murdoch Development Corporation,0.0
,,,,,,589,Firm,Developer,,"INACTIVE - Great Sky, Inc.","Great Sky, Inc.",0.0
,,,,,,590,Firm,Developer,,"INACTIVE - MKH Development, Inc.","MKH Development, Inc.",0.0
,,,,,,591,Firm,Developer,,"Great Sky Development, Inc.","GREAT SKY DEVELOPMENT, INC.",1.0
,,,,,,592,Firm,Developer,,"Ron Sali Properties, Inc.","RON SALI PROPERTIES, INC.",1.0
,,,,,,593,Firm,Developer,,"Steelwood Enterprises, LLC","STEELWOOD ENTERPRISES, LLC",1.0
,,,,,,594,Firm,Developer,,"Castle Rock Development, Inc.","CASTLE ROCK DEVELOPMENT, INC.",1.0
,,,,,,595,Firm,Developer,,T & W at Hacienda South Development LLC,T & W AT HACIENDA SOUTH DEVELOPMENT LLC,1.0
,,,,,,596,Firm,Developer,,"Demeyer Properties, LLC","DEMEYER PROPERTIES, LLC",1.0
,,,,,,597,Firm,Developer,,Volante Investments LLLP,VOLANTE INVESTMENTS LLLP,1.0
,,,,,,598,Firm,Developer,,INACTIVE - Grassy Development LLC,Grassy Development LLC,0.0
,,,,,,599,Firm,Developer,,INACTIVE - Triplett Ranch Development LLC,Triplett Ranch Development LLC,0.0
,,,,,,641,Firm,,,"INACTIVE - Accurate Sprout Control, Inc.","Accurate Sprout Control, Inc.",0.0
,,,,,,643,Firm,Developer,,"Adams Copper Creek, LLC","ADAMS COPPER CREEK, LLC",1.0
,,,,,,650,Firm,Developer,,"INACTIVE - Alan-Ward Development Co., A California Corporation","Alan-Ward Development Co., A California Corporation",0.0
,,,,,,655,Firm,Builder,,INACTIVE - Alley Homes LLC,Alley Homes LLC,0.0
,,,,,,656,Firm,Builder,Builder,"INACTIVE - All-Star Restoration Services, LLC","All-Star Restoration Services, LLC",0.0
,,,,,,659,Firm,Builder,RE - Residential,"INACTIVE - Ambassador Homes, LLC.","Ambassador Homes, LLC.",0.0
,,,,,,668,Firm,Builder,Builder,"INACTIVE - Ashcraft and Sons Construction, Inc.","Ashcraft and Sons Construction, Inc.",0.0
,,,,,,670,Firm,Builder,Builder/Developer,Ashton Homes,ASHTON HOMES,1.0
,,,,,,671,Firm,Builder,,INACTIVE - Ashton Homes LLC,Ashton Homes LLC,0.0
,,,,,,673,Firm,"Builder, Developer",,"Avimor Development, LLC","AVIMOR DEVELOPMENT, LLC",1.0
,,,,,,674,Firm,Builder,Developer,"Avimor Partners, LLC","AVIMOR PARTNERS, LLC",1.0
,,,,,,679,Firm,Builder,Builder,"INACTIVE - Bartlett Construction, LLC","Bartlett Construction, LLC",0.0
,,,,,,682,Firm,Builder,Builder,"INACTIVE - Beck Construction, Inc.","Beck Construction, Inc.",0.0
,,,,,,688,Firm,Builder,Builder,"INACTIVE - Bill Davis Construction, Inc.","Bill Davis Construction, Inc.",0.0
